Age,2,3,Education,5,Marital-Status,Occupation,8,Race,10,11,12,13,14,15
30-40, Private,415578,University Education,10,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, >50K
40=50, Private,97142,Elementary,4,Married, Transport-moving, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,201328,High School,9,Married, Transport-moving, Husband,Major Races, Male,0,0,50, United-States, <=50K
20-30, Private,256620,University Education,13,Unmarried, Exec-managerial, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
40=50, Federal-gov,96854,University Education,13,Married, Prof-specialty, Husband,Major Races, Male,0,0,40, United-States, >50K
40=50, State-gov,141858,Trade School,15,Married, Prof-specialty, Husband,Major Races, Male,15024,0,75, United-States, >50K
50-64, Federal-gov,20795,High School,9,Married, Transport-moving, Husband,Major Races, Male,7688,0,40, United-States, >50K
50-64, Private,95519,High School,9,Married, Prof-specialty, Husband,Major Races, Male,0,0,42, United-States, >50K
40=50, Private,112791,High School,9,Married, Protective-serv, Husband,Major Races, Male,0,0,40, United-States, <=50K
10-20, Private,291407,High School,7,Single, Handlers-cleaners, Own-child,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,239659,University Education,10,Unmarried, Machine-op-inspct, Unmarried,Major Races, Female,0,0,70, United-States, <=50K
20-30, Private,183151,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,50, United-States, <=50K
50-64, ?,97634,Elementary,3,Married, ?, Husband,Major Races, Male,0,0,40, United-States, <=50K
50-64, Private,143807,High School,9,Unmarried, Sales, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
30-40, Private,186934,University Education,14,Unmarried, Prof-specialty, Not-in-family,Major Races, Male,0,0,40, United-States, >50K
20-30, Private,170065,University Education,10,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,108328,University Education,10,Single, Adm-clerical, Not-in-family,Major Races, Female,6849,0,50, United-States, <=50K
50-64, State-gov,83696,University Education,13,Unmarried, Prof-specialty, Not-in-family,Major Races, Female,0,0,38, ?, <=50K
20-30, Private,204596,University Education,10,Single, Other-service, Own-child,Major Races, Female,0,0,20, United-States, <=50K
50-64, ?,32604,University Education,10,Single, ?, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
50-64, Private,193453,University Education,13,Married, Prof-specialty, Husband,Major Races, Male,0,1902,65, United-States, >50K
40=50, Private,148995,University Education,13,Married, Craft-repair, Husband,Major Races, Male,15024,0,40, United-States, >50K
10-20, Private,85041,University Education,10,Single, Exec-managerial, Own-child,Major Races, Female,0,0,20, United-States, <=50K
50-64, Local-gov,140851,High School,9,Married, Other-service, Husband,Major Races, Male,0,0,40, United-States, >50K
20-30, Private,196280,University Education,13,Single, Sales, Not-in-family,Major Races, Female,0,0,30, United-States, <=50K
50-64, Federal-gov,38973,University Education,13,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,39182,High School,9,Married, Sales, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,198841,University Education,14,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, >50K
30-40, Private,694812,University Education,10,Single, Craft-repair, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,247444,University Education,10,Married, Machine-op-inspct, Husband,Major Races, Male,0,0,40, Nicaragua, <=50K
40=50, Private,294270,High School,5,Married, Transport-moving, Husband,Major Races, Male,0,0,35, United-States, <=50K
50-64, Private,195820,High School,9,Married, Transport-moving, Husband,Major Races, Male,0,0,40, United-States, >50K
20-30, Private,329426,University Education,14,Single, Exec-managerial, Not-in-family,Major Races, Male,0,0,37, United-States, <=50K
10-20, ?,174871,University Education,10,Single, ?, Own-child,Major Races, Male,0,0,23, United-States, <=50K
40=50, Private,116103,University Education,10,Single, Exec-managerial, Not-in-family,Major Races, Male,0,0,50, United-States, <=50K
20-30, Private,206903,University Education,13,Single, Handlers-cleaners, Unmarried,Major Races, Male,0,0,35, United-States, <=50K
40=50, Private,217577,High School,9,Unmarried, Machine-op-inspct, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,337693,Elementary,3,Single, Other-service, Own-child,Major Races, Female,0,0,40, El-Salvador, <=50K
30-40, Private,204501,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,55, United-States, >50K
20-30, Private,169186,High School,9,Single, Machine-op-inspct, Own-child,Major Races, Male,0,0,60, United-States, <=50K
40=50, Private,109421,University Education,13,Married, Prof-specialty, Husband,Major Races, Male,0,0,55, United-States, <=50K
30-40, Local-gov,267893,University Education,12,Married, Craft-repair, Husband,Major Races, Male,7298,0,40, United-States, >50K
30-40, Private,200479,Trade School,11,Married, Prof-specialty, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Local-gov,221317,High School,7,Married, Craft-repair, Husband,Major Races, Male,0,0,40, Mexico, <=50K
50-64, Self-emp-not-inc,132925,University Education,14,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, >50K
30-40, ?,283531,High School,9,Unmarried, ?, Unmarried,Major Races, Female,0,0,20, United-States, <=50K
30-40, Private,170769,High School,9,Married, Adm-clerical, Husband,Major Races, Male,0,0,50, United-States, >50K
40=50, Self-emp-inc,186410,Trade School,15,Single, Other-service, Not-in-family,Major Races, Male,0,0,60, United-States, >50K
50-64, Self-emp-inc,307786,Elementary,2,Married, Sales, Husband,Major Races, Male,0,0,20, United-States, <=50K
20-30, Private,380560,High School,5,Married, Machine-op-inspct, Husband,Major Races, Male,0,0,40, Mexico, <=50K
30-40, Local-gov,147258,High School,9,Single, Transport-moving, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,212894,University Education,13,Married, Sales, Husband,Major Races, Male,0,1887,40, United-States, >50K
40=50, Private,124356,University Education,13,Married, Sales, Husband,Major Races, Male,0,0,60, United-States, >50K
50-64, Private,98791,University Education,10,Married, Tech-support, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,216473,University Education,10,Married, Adm-clerical, Husband,Major Races, Male,0,0,50, United-States, >50K
65-max, ?,135339,University Education,13,Married, ?, Husband,Major Races, Male,0,0,40, China, <=50K
30-40, Private,107303,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,152744,University Education,13,Unmarried, Sales, Other-relative,Major Races, Female,0,0,40, South, <=50K
30-40, Self-emp-not-inc,100079,University Education,13,Married, Sales, Husband,Major Races, Male,0,0,55, India, <=50K
20-30, Private,117779,University Education,13,Single, Prof-specialty, Not-in-family,Major Races, Male,0,0,10, Hungary, <=50K
20-30, Private,197613,University Education,10,Single, Adm-clerical, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,411068,University Education,10,Single, Adm-clerical, Own-child,Major Races, Female,0,0,35, United-States, <=50K
40=50, Private,192984,University Education,10,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
50-64, Private,66356,Elementary,4,Single, Farming-fishing, Unmarried,Major Races, Male,4865,0,40, United-States, <=50K
30-40, Federal-gov,137184,University Education,12,Unmarried, Exec-managerial, Unmarried,Major Races, Male,0,0,50, United-States, >50K
50-64, Self-emp-not-inc,231105,University Education,10,Married, Machine-op-inspct, Husband,Major Races, Male,0,0,35, United-States, >50K
10-20, Local-gov,146586,High School,9,Single, Other-service, Own-child,Major Races, Male,0,0,60, United-States, <=50K
30-40, Private,32406,University Education,13,Single, Prof-specialty, Not-in-family,Major Races, Female,0,0,50, United-States, <=50K
30-40, Private,578701,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, ?, <=50K
10-20, Private,206777,High School,9,Single, Handlers-cleaners, Other-relative,Major Races, Male,0,0,40, United-States, <=50K
20-30, Local-gov,133495,High School,9,Single, Prof-specialty, Own-child,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,34722,University Education,10,Unmarried, Transport-moving, Not-in-family,Major Races, Male,0,0,48, United-States, >50K
30-40, Self-emp-not-inc,133299,University Education,12,Married, Transport-moving, Husband,Major Races, Male,0,0,40, United-States, <=50K
10-20, Private,24967,High School,9,Single, Farming-fishing, Own-child,Major Races, Male,0,0,47, United-States, <=50K
30-40, Self-emp-not-inc,171968,High School,9,Unmarried, Transport-moving, Not-in-family,Major Races, Male,0,0,70, United-States, <=50K
20-30, Private,412156,University Education,10,Single, Adm-clerical, Own-child,Major Races, Female,0,0,40, United-States, <=50K
30-40, Private,51290,University Education,14,Married, Prof-specialty, Husband,Major Races, Male,0,0,50, United-States, >50K
30-40, Private,198265,University Education,10,Married, Tech-support, Husband,Major Races, Male,3103,0,40, United-States, >50K
20-30, Private,293565,High School,6,Single, Handlers-cleaners, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,226288,University Education,13,Single, Adm-clerical, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
50-64, Self-emp-inc,110445,University Education,10,Married, Farming-fishing, Husband,Major Races, Male,0,0,60, United-States, <=50K
30-40, Private,160634,University Education,10,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, >50K
30-40, Private,174242,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,390316,High School,5,Married, Craft-repair, Husband,Major Races, Male,0,0,40, Mexico, <=50K
10-20, Private,298860,High School,7,Single, Sales, Own-child,Major Races, Male,0,0,20, United-States, <=50K
65-max, Private,171584,University Education,13,Single, Exec-managerial, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
40=50, Self-emp-not-inc,232664,University Education,13,Single, Exec-managerial, Own-child,Major Races, Female,0,0,40, United-States, <=50K
50-64, Private,63676,High School,6,Married, Other-service, Husband,Major Races, Male,0,0,40, United-States, <=50K
65-max, Private,170376,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, >50K
50-64, Self-emp-not-inc,175964,University Education,10,Unmarried, Other-service, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
65-max, Federal-gov,422013,High School,9,Unmarried, Prof-specialty, Not-in-family,Major Races, Female,0,3683,40, United-States, <=50K
30-40, Private,105813,University Education,13,Married, Prof-specialty, Husband,Major Races, Male,0,0,48, United-States, >50K
40=50, Federal-gov,306707,High School,9,Single, Adm-clerical, Unmarried,Major Races, Female,0,0,12, United-States, <=50K
40=50, Private,177543,High School,9,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,28, United-States, <=50K
40=50, Private,320277,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,129495,University Education,10,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
30-40, Private,257042,High School,9,Unmarried, Craft-repair, Unmarried,Major Races, Male,1506,0,40, United-States, <=50K
40=50, Private,275995,University Education,13,Married, Tech-support, Husband,Major Races, Male,0,0,50, United-States, >50K
10-20, ?,86318,University Education,10,Single, ?, Own-child,Major Races, Female,0,0,10, United-States, <=50K
30-40, Private,280440,University Education,12,Single, Tech-support, Unmarried,Major Races, Female,0,0,45, United-States, <=50K
20-30, Private,371556,University Education,10,Single, Adm-clerical, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
30-40, Private,408229,University Education,13,Single, Prof-specialty, Not-in-family,Major Races, Female,0,0,32, United-States, <=50K
40=50, Private,149337,University Education,13,Single, Adm-clerical, Not-in-family,Major Races, Male,0,0,60, United-States, <=50K
30-40, Private,209297,High School,9,Single, Machine-op-inspct, Not-in-family,Major Races, Male,0,2001,40, United-States, <=50K
50-64, Private,355802,University Education,10,Unmarried, Sales, Unmarried,Major Races, Female,0,0,30, United-States, <=50K
30-40, Private,165949,University Education,13,Unmarried, Machine-op-inspct, Not-in-family,Major Races, Female,0,1590,42, United-States, <=50K
40=50, Self-emp-not-inc,112507,Elementary,3,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,462869,High School,9,Single, Handlers-cleaners, Other-relative,Major Races, Male,0,0,40, Mexico, <=50K
30-40, Private,413648,Elementary,3,Single, Farming-fishing, Unmarried,Major Races, Male,0,0,36, United-States, <=50K
30-40, Private,29235,University Education,12,Unmarried, Prof-specialty, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
40=50, Private,149823,University Education,10,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,39530,High School,9,Unmarried, Other-service, Not-in-family,Major Races, Female,0,0,4, United-States, <=50K
20-30, Private,197387,High School,9,Single, Craft-repair, Own-child,Major Races, Male,0,0,37, Mexico, <=50K
50-64, Local-gov,255406,High School,9,Unmarried, Exec-managerial, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
40=50, Private,43764,University Education,16,Married, Prof-specialty, Husband,Major Races, Male,15024,0,50, United-States, >50K
30-40, Private,168322,High School,9,Married, Transport-moving, Husband,Major Races, Male,0,0,60, United-States, <=50K
40=50, Private,278322,Trade School,11,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, >50K
40=50, Private,115813,University Education,12,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,57, United-States, <=50K
